ARTICLE LINK,PUBLISHED DATE (GMT),Date,PUBLISHER,TITLE,Sentiment,Score
https://news.google.com/__i/rss/rd/articles/CBMidGh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL3RlY2gtcG9saWN5LzIwMjIvMDgvYm90b21ldGVyLWNyZWF0b3Itc2F5cy1tdXNrcy10d2l0dGVyLXNwYW0tZXN0aW1hdGUtZG9lc250LW1lYW4tYW55dGhpbmcv0gF6aHR0cHM6Ly9hcnN0ZWNobmljYS5jb20vdGVjaC1wb2xpY3kvMjAyMi8wOC9ib3RvbWV0ZXItY3JlYXRvci1zYXlzLW11c2tzLXR3aXR0ZXItc3BhbS1lc3RpbWF0ZS1kb2VzbnQtbWVhbi1hbnl0aGluZy8_YW1wPTE?oc=5,8/19/2022 18:05,8/19/2022,Google News,Botometer creator says Muskâ€™s Twitter spam estimate â€œdoesnâ€™t mean anythingâ€ - Ars Technica,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMigQFodHRwczovL3d3dy5jbmJjLmNvbS8yMDIyLzA4LzE5L3dhcnJlbi1idWZmZXR0LWdldHMtcGVybWlzc2lvbi10by1idXktdXAtdG8taGFsZi1vZi1vY2NpZGVudGFsLXBldHJvbGV1bS1ib29zdGluZy10aGUtc2hhcmVzLmh0bWzSAQA?oc=5,8/19/2022 18:14,8/19/2022,Google News,"Warren Buffett gets permission to buy up to half of Occidental Petroleum, boosting the shares - CNBC",neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiOmh0dHBzOi8vd3d3LmZkaWMuZ292L25ld3MvcHJlc3MtcmVsZWFzZXMvMjAyMi9wcjIyMDYwLmh0bWzSAQA?oc=5,8/19/2022 18:18,8/19/2022,Google News,PR-60-2022 8/19/2022 - FDIC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMia2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDgvMTkvdmFsdWUtaW52ZXN0b3ItbWFzb24taGF3a2lucy1sb2Fkcy11cC1vbi1nZS1hbmQtYS1zdXJwcmlzaW5nLXRlY2gtbmFtZS5odG1s0gEA?oc=5,8/19/2022 18:57,8/19/2022,Google News,Classic value investor Mason Hawkins loads up on GE and this surprising tech name - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMibWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvZXVyb3BlL21lbWUtc3RvY2tzLXJldmVyc2UtYmVkLWJhdGgtYmV5b25kLXNsdW1wLXNwb29rcy1pbnZlc3RvcnMtMjAyMi0wOC0xOS_SAQA?oc=5,8/19/2022 19:19,8/19/2022,Google News,Meme stocks in reverse as Bed Bath & Beyond slump spooks investors - Reuters,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOC8xOS9idXNpbmVzcy93YWxtYXJ0LWFib3J0aW9uLWNvdmVyYWdlL2luZGV4Lmh0bWzSAQA?oc=5,8/19/2022 19:21,8/19/2022,Google News,Walmart is expanding abortion coverage for employees - CNN,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiZmh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDgvMTkvZGVsdGEtbmZsLWFpci1mb3JjZS11c2UtdG9tb3Jyb3dpby10by1wcmVwYXJlLWZvci1leHRyZW1lLXdlYXRoZXIuaHRtbNIBAA?oc=5,8/19/2022 19:23,8/19/2022,Google News,"Delta, the NFL, and the U.S. Air Force are turning to this app to prepare for extreme weather - CNBC",positive,1
https://news.google.com/__i/rss/rd/articles/CBMieWh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9zdG9yeS9oZXJlLWFyZS10aGUtc2lnbnMtdGhhdC10aGUtYmVhci1tYXJrZXQtcmFsbHktaW4tc3RvY2tzLXdvbnQtbGFzdC1sb25nLWNpdGktMTE2NjA5MzczODDSAQA?oc=5,8/19/2022 19:29,8/19/2022,Google News,Here are the signs that the bear-market rally in stocks won't last long - Citi - MarketWatch,negative,0
https://news.google.com/__i/rss/rd/articles/CBMiQGh0dHBzOi8vZ2l6bW9kby5jb20vZS1jb2xpLW91dGJyZWFrLW9oaW8tbWljaGlnYW4tY2RjLTE4NDk0MzUyMjXSAQA?oc=5,8/19/2022 19:35,8/19/2022,Google News,"A 'Fast-Moving' E. Coli Outbreak Is Hospitalizing People in the Midwest, CDC Warns - Gizmodo",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiWWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDgvMTgvc3RvY2stbWFya2V0LW5ld3MtbGl2ZS11cGRhdGVzLWZ1dHVyZXMtb3Blbi10by1jbG9zZS5odG1s0gEA?oc=5,8/19/2022 20:16,8/19/2022,Google News,"Stocks fall Friday to notch weekly loss, S&P 500 snaps 4-week-long rally - CNBC",negative,0
https://news.google.com/__i/rss/rd/articles/CBMiQ2h0dHBzOi8vd3d3Lndzai5jb20vbGl2ZWNvdmVyYWdlL3N0b2NrLW1hcmtldC1uZXdzLXRvZGF5LTA4LTE5LTIwMjLSAUdodHRwczovL3d3dy53c2ouY29tL2FtcC9saXZlY292ZXJhZ2Uvc3RvY2stbWFya2V0LW5ld3MtdG9kYXktMDgtMTktMjAyMg?oc=5,8/19/2022 21:12,8/19/2022,Google News,Stock Market Today: Dow Falls 292 Points; BBBY Shares Slid 41% After Ryan Cohen's Sale - The Wall Street Journal,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiSmh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDgvMTkvYnVzaW5lc3MvcmV0YWlsZXJzLXNhbGVzLWluZmxhdGlvbi5odG1s0gEA?oc=5,8/19/2022 21:35,8/19/2022,Google News,Retailers Stumble Adjusting to More Selective Shoppers - The New York Times,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiT2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOC8xOS9tZWRpYS9yZWdhbC1jaW5lbWFzLWZpbmFuY2lhbC10cm91YmxlL2luZGV4Lmh0bWzSAQA?oc=5,8/19/2022 21:39,8/19/2022,Google News,The world's second biggest movie theater chain is in trouble - CNN,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiemh0dHBzOi8vYWJjNy5jb20vYmVkLWJhdGgtYW5kLWJleW9uZC11c2Mtc3R1ZGVudC1zZWxscy1tZW1lLXN0b2NrLWpha2UtZnJlZW1hbi11bml2ZXJzaXR5LW9mLXNvdXRoZXJuLWNhbGlmb3JuaWEvMTIxNDM1Mzgv0gF-aHR0cHM6Ly9hYmM3LmNvbS9hbXAvYmVkLWJhdGgtYW5kLWJleW9uZC11c2Mtc3R1ZGVudC1zZWxscy1tZW1lLXN0b2NrLWpha2UtZnJlZW1hbi11bml2ZXJzaXR5LW9mLXNvdXRoZXJuLWNhbGlmb3JuaWEvMTIxNDM1Mzgv?oc=5,8/19/2022 21:51,8/19/2022,Google News,USC student Jake Freeman makes $110 million selling Bed Bath & Beyond meme stock before it sank 40.5% - KABC-TV,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiWWh0dHBzOi8vd3d3LnBvbHlnb24uY29tLzIzMzEzNTY0L21hcmstenVja2VyYmVyZy1tZXRhdmVyc2UtaG9yaXpvbi13b3JsZHMtZ3JhcGhpY3MtdXBkYXRl0gEA?oc=5,8/19/2022 22:01,8/19/2022,Google News,Mark Zuckerberg updates Horizon Worlds avatar to look more human - Polygon,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiUGh0dHBzOi8vd3d3LmNic25ld3MuY29tL25ld3MvYmVkLWJhdGgtYmV5b25kLW1lbWUtc3RvY2stcnlhbi1jb2hlbi1qYWtlLWZyZWVtYW4v0gFUaHR0cHM6Ly93d3cuY2JzbmV3cy5jb20vYW1wL25ld3MvYmVkLWJhdGgtYmV5b25kLW1lbWUtc3RvY2stcnlhbi1jb2hlbi1qYWtlLWZyZWVtYW4v?oc=5,8/19/2022 22:02,8/19/2022,Google News,Bed Bath & Beyond shares tank after billionaire Ryan Cohen dumps stake - CBS News,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiVGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy93ZW5keXMtcmVtb3Zlcy1sZXR0dWNlLXNhbmR3aWNoZXMtZm91ci0yMjMxMTg1OTIuaHRtbNIBXGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vYW1waHRtbC9uZXdzL3dlbmR5cy1yZW1vdmVzLWxldHR1Y2Utc2FuZHdpY2hlcy1mb3VyLTIyMzExODU5Mi5odG1s?oc=5,8/19/2022 23:04,8/19/2022,Google News,Wendy's removes lettuce from sandwiches in at least four states as part of E. coli outbreak - Yahoo Finance,positive,1
https://news.google.com/__i/rss/rd/articles/CBMikgFodHRwczovL3d3dy5pbnZlc3RvcnMuY29tL21hcmtldC10cmVuZC9zdG9jay1tYXJrZXQtdG9kYXkvZG93LWpvbmVzLWZ1dHVyZXMtd2hhdC10by1kby1hcy1tYXJrZXQtcmFsbHktcHVsbHMtYmFjay13YXJyZW4tYnVmZmV0dC1zdG9jay1icmVha3Mtb3V0L9IBAA?oc=5,8/19/2022 23:09,8/19/2022,Google News,"Market Retreats, What To Do; Buffett Stock Blasts Out Of Base - Investor's Business Daily",neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDgvMTkvaGVhbHRoL3JvbWFpbmUtbGV0dHVjZS13ZW5keXMtZS1jb2xpLmh0bWzSAQA?oc=5,8/20/2022 0:14,8/20/2022,Google News,Lettuce on Wendyâ€™s Sandwiches Potentially Linked to E. Coli Outbreak - The New York Times,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50Lzk2ZTdiZDhmLTI4MGMtNGYwNC04ZjgzLWNjYjdmZDlmMWMwNtIBAA?oc=5,8/20/2022 0:47,8/20/2022,Google News,Buffett's Berkshire Hathaway wins approval to buy up to half of Occidental - Financial Times,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiVWh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS9idXNpbmVzcy8yMDIyLzA4LzIwL3dhbG1hcnQtYWJvcnRpb24tYmFuLWFya2Fuc2FzLXJvZS_SAQA?oc=5,8/20/2022 9:04,8/20/2022,Google News,Walmart expands abortion coverage for staff after Roe overturned - The Washington Post,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiamh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDgvMjAvZ20tZm9yZC1hbmQtZG9kZ2UtZWxlY3RyaWMtbXVzY2xlLWNhcnMtZmFjZS1sYXRlc3QtZXYtdHJhbnNpdGlvbi10ZXN0Lmh0bWzSAW5odHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAyMi8wOC8yMC9nbS1mb3JkLWFuZC1kb2RnZS1lbGVjdHJpYy1tdXNjbGUtY2Fycy1mYWNlLWxhdGVzdC1ldi10cmFuc2l0aW9uLXRlc3QuaHRtbA?oc=5,8/20/2022 11:00,8/20/2022,Google News,Motor City meets a new test in the EV transition: Keeping gearheads behind the wheel - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiQ2h0dHBzOi8vd3d3Lm5wci5vcmcvMjAyMi8wOC8yMC8xMTE4NjE2MDUzL3dlbmR5cy1lLWNvbGktbGV0dHVjZS1jZGPSAQA?oc=5,8/20/2022 11:31,8/20/2022,Google News,CDC investigates an E. coli outbreak in 4 states after some Wendy's customers fell ill - NPR,positive,1
https://news.google.com/__i/rss/rd/articles/CBMic2h0dHBzOi8vd3d3Lm5iY25ld3MuY29tL2J1c2luZXNzL2J1c2luZXNzLW5ld3MvYmVkLWJhdGgtYW5kLWJleW9uZC1zdG9jay1uZXdzLWJhbmtydXB0Y3ktb3V0bG9vay1hbmFseXNpcy1yY25hNDM5MzjSASpodHRwczovL3d3dy5uYmNuZXdzLmNvbS9uZXdzL2FtcC9yY25hNDM5Mzg?oc=5,8/20/2022 11:56,8/20/2022,Google News,Bed Bath & Beyond's big dilemma: Can it survive? - NBC News,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiiQFodHRwczovL3d3dy5tYXJrZXR3YXRjaC5jb20vc3RvcnkvaGVyZS1hcmUtNS1yZWFzb25zLXdoeS10aGUtYnVsbC1ydW4taW4tc3RvY2tzLW1heS1iZS1hYm91dC10by1tb3JwaC1iYWNrLWludG8tYS1iZWFyLW1hcmtldC0xMTY2MDk0MjcwNdIBjQFodHRwczovL3d3dy5tYXJrZXR3YXRjaC5jb20vYW1wL3N0b3J5L2hlcmUtYXJlLTUtcmVhc29ucy13aHktdGhlLWJ1bGwtcnVuLWluLXN0b2Nrcy1tYXktYmUtYWJvdXQtdG8tbW9ycGgtYmFjay1pbnRvLWEtYmVhci1tYXJrZXQtMTE2NjA5NDI3MDU?oc=5,8/20/2022 12:00,8/20/2022,Google News,Here are 5 reasons that the bull run in stocks may be about to morph back into a bear market - MarketWatch,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiiQFodHRwczovL3d3dy5tYXJrZXR3YXRjaC5jb20vc3RvcnkvaGVyZS1hcmUtNS1yZWFzb25zLXdoeS10aGUtYnVsbC1ydW4taW4tc3RvY2tzLW1heS1iZS1hYm91dC10by1tb3JwaC1iYWNrLWludG8tYS1iZWFyLW1hcmtldC0xMTY2MDk0MjcwNdIBAA?oc=5,8/20/2022 12:00,8/20/2022,Google News,Here are 5 reasons why the bull run in stocks may be about to morph back into a bear market - MarketWatch,negative,0
https://news.google.com/__i/rss/rd/articles/CBMiR2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOC8yMC9oZWFsdGgvd2VuZHlzLWUtY29saS1vdXRicmVhay9pbmRleC5odG1s0gFLaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyMi8wOC8yMC9oZWFsdGgvd2VuZHlzLWUtY29saS1vdXRicmVhay9pbmRleC5odG1s?oc=5,8/20/2022 13:23,8/20/2022,Google News,"Wendy's restaurants associated with E. coli outbreak that sickened 37 people in four states, CDC says - CNN",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiR2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOC8yMC9oZWFsdGgvd2VuZHlzLWUtY29saS1vdXRicmVhay9pbmRleC5odG1s0gEA?oc=5,8/20/2022 13:23,8/20/2022,Google News,Wendy's E. coli outbreak: 37 people sickened in four states - CNN,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vYWJjNy5jb20vcmVnYWwtY2luZW1hcy1iYW5rcnVwdC1jaW5ld29ybGQtZ3JvdXAtc3RvY2stcHJpY2UvMTIxNDYxMzAv0gFRaHR0cHM6Ly9hYmM3LmNvbS9hbXAvcmVnYWwtY2luZW1hcy1iYW5rcnVwdC1jaW5ld29ybGQtZ3JvdXAtc3RvY2stcHJpY2UvMTIxNDYxMzAv?oc=5,8/20/2022 15:02,8/20/2022,Google News,Regal bankrupt: Regal Cinemas parent company Cineworld Group prepares to file for bankruptcy after stock price plunge - KABC-TV,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vd3d3LmtzbC5jb20vYXJ0aWNsZS81MDQ1OTc5OS9nYXMtcG93ZXJlZC1tdXNjbGUtY2Fycy1kcml2ZS1pbnRvLXRoZS1zdW5zZXQtdHVybi1lbGVjdHJpY9IBAA?oc=5,8/20/2022 18:23,8/20/2022,Google News,"Gas-powered muscle cars drive into the sunset, turn electric - KSL.com",positive,1
https://news.google.com/__i/rss/rd/articles/CBMicmh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDgvMjAvZmRhLWF1dGhvcml6ZXMtZW1lcmdlbmN5LXVzZS1mb3Itbm92YXZheC1jb3ZpZC0xOS12YWNjaW5lLWZvci1hZ2VzLTEyLWFuZC0xNy0uaHRtbNIBdmh0dHBzOi8vd3d3LmNuYmMuY29tL2FtcC8yMDIyLzA4LzIwL2ZkYS1hdXRob3JpemVzLWVtZXJnZW5jeS11c2UtZm9yLW5vdmF2YXgtY292aWQtMTktdmFjY2luZS1mb3ItYWdlcy0xMi1hbmQtMTctLmh0bWw?oc=5,8/20/2022 20:06,8/20/2022,Google News,FDA authorizes emergency use for Novavax Covid-19 vaccine for ages 12 to 17 - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMidWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL3VzL3VzLWNkYy1wcm9iaW5nLWVjb2xpLW91dGJyZWFrLWZvdXItc3RhdGVzLXNvbWUtd2VuZHlzLWN1c3RvbWVycy1mYWxsLWlsbC0yMDIyLTA4LTE5L9IBAA?oc=5,8/20/2022 20:32,8/20/2022,Google News,"Wendy's customers fall ill, CDC probes E.coli outbreak in four states - Reuters",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiW2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOC8yMC9idXNpbmVzcy9tYXJrLXp1Y2tlcmJlcmctbWV0YXZlcnNlLWhvcml6b25zLW1lbWVzL2luZGV4Lmh0bWzSAQA?oc=5,8/20/2022 22:10,8/20/2022,Google News,Mark Zuckerberg responds to metaverse memes with a redesign - CNN,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiaWh0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvZm9yZC1mYWNlcy0xLTctYmlsbGlvbi12ZXJkaWN0LWluLWZhdGFsLXJvbGxvdmVyLW9mLWYtMjUwLXBpY2t1cC0xMTY2MTAzMzY2MtIBAA?oc=5,8/20/2022 22:14,8/20/2022,Google News,Ford Faces $1.7 Billion Verdict in Fatal Rollover of F-250 Pickup - The Wall Street Journal,positive,1
https://news.google.com/__i/rss/rd/articles/CBMigQFodHRwczovL3d3dy5kZXRyb2l0bmV3cy5jb20vc3RvcnkvYnVzaW5lc3MvYXV0b3MvZm9yZC8yMDIyLzA4LzIwL2ZvcmQtaGl0LTEtNy1iaWxsaW9uLXZlcmRpY3QtZmF0YWwtY3Jhc2gtbGF3eWVyLXNheXMvNzg1NzY5MDAwMS_SAQA?oc=5,8/21/2022 0:06,8/21/2022,Google News,"Ford hit with $1.7 billion verdict for fatal crash, lawyer says - Detroit News",positive,1
https://news.google.com/__i/rss/rd/articles/CBMidWh0dHBzOi8vbmV3cy5iaXRjb2luLmNvbS9mZGljLWlzc3Vlcy1jcnlwdG8tcmVsYXRlZC1jZWFzZS1hbmQtZGVzaXN0LW9yZGVycy10by01LWNvbXBhbmllcy1pbmNsdWRpbmctZnR4LXVzLWV4Y2hhbmdlL9IBAA?oc=5,8/21/2022 0:31,8/21/2022,Google News,FDIC Issues Crypto-Related Cease and Desist Orders to 5 Companies Including FTX US Exchange â€“ Regulation Bitcoin News - Bitcoin News,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9Y3VtTzJmb3JEMlHSAQA?oc=5,8/21/2022 0:45,8/21/2022,Google News,E. Coli Outbreak In Several States Possibly Tied To Wendy's - NBC News,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiSmh0dHBzOi8vd3d3Lm1vdG9yMS5jb20vbmV3cy82MDQ3NTcvYmVudGxleS1tdWxsaW5lci1tb3N0LXBvd2VyZnVsLWJlbnRsZXkv0gEA?oc=5,8/21/2022 3:00,8/21/2022,Google News,Bentley Mulliner Batur Previews The Electric Future Of The Brand - Motor1,positive,1
https://news.google.com/__i/rss/rd/articles/CBMic2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIyLTA4LTIxL3JlY2Vzc2lvbi1mZWFycy1zZXQtdG8tc3BsaXQtc3RvY2tzLWFuZC1ib25kcy1hZnRlci1zdW1tZXItcmFsbHnSAQA?oc=5,8/21/2022 7:00,8/21/2022,Google News,Recession Fears Set to Split Stocks and Bonds After Summer Rally - Bloomberg,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiW2h0dHBzOi8vd3d3Lm5wci5vcmcvMjAyMi8wOC8yMS8xMTE4MjEyNzYxL2luZmxhdGlvbi1wcmljZXMtY29uc3VtZXItc3BlbmRpbmctcmV0YWlsLXNhdmluZ3PSAQA?oc=5,8/21/2022 9:01,8/21/2022,Google News,How inflation is changing Americans' spending habits - NPR,positive,1
https://news.google.com/__i/rss/rd/articles/CBMicWh0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvcnlhbi1jb2hlbnMtc3RvY2stc2FsZS1pcy1uby1wcm9ibGVtLWZvci1iZWQtYmF0aC1iZXlvbmRzLXRydWUtYmVsaWV2ZXJzLTExNjYxMDIyNTE20gEA?oc=5,8/21/2022 9:33,8/21/2022,Google News,Ryan Cohen's Stock Sale Is No Problem for Bed Bath & Beyond's True Believers - The Wall Street Journal,positive,1
https://news.google.com/__i/rss/rd/articles/CBMibmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIyLTA4LTIxL3Bvd2VyLWNydW5jaC1pbi1zaWNodWFuLWFkZHMtdG8tbWFudWZhY3R1cmVycy13b2VzLWluLWNoaW5h0gEA?oc=5,8/21/2022 10:01,8/21/2022,Google News,Chinaâ€™s Sichuan Extends Factory Power Cuts as Heat Wave Persists - Bloomberg,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiQGh0dHBzOi8vd3d3LmVhdHRoaXMuY29tL25ld3MtbW9zdC1leHBlbnNpdmUtZ3JvY2VyeS1iZWZvcmUtZmFsbC_SAQA?oc=5,8/21/2022 10:16,8/21/2022,Google News,"5 Most Expensive Grocery Products Ahead of Fall â€” Eat This Not That - Eat This, Not That",negative,0
https://news.google.com/__i/rss/rd/articles/CBMiemh0dHBzOi8vd3d3Lm5wci5vcmcvMjAyMi8wOC8yMS8xMTEyMjk5ODU4L2Zyb20tZmxvb2RzLXRvLXNsaW1lLW1vYmlsZS1ob21lLXJlc2lkZW50cy1zYXktbGFuZGxvcmRzLW1ha2UtbWlsbGlvbnMtbmVnbGVjdC100gEA?oc=5,8/21/2022 11:01,8/21/2022,Google News,"Elderly residents sue, claiming landlord neglects their mobile home park. - NPR",neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMicWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDgvMjEvdGhlc2UtYXJlLXdhbGwtc3RyZWV0cy1mYXZvcml0ZS1zdG9ja3MtYW5kLXdoZXJlLWFuYWx5c3RzLXRoaW5rLXRoZXlyZS1nb2luZy5odG1s0gEA?oc=5,8/21/2022 11:54,8/21/2022,Google News,"These are Wall Street's favorite stocks, and where analysts think they're going - CNBC",positive,1
https://news.google.com/__i/rss/rd/articles/CBMicWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDgvMjEvcG93ZWxscy1qYWNrc29uLWhvbGUtc3BlZWNoLWNvbWVzLXdpdGgtZmVkLWFuZC10aGUtbWFya2V0LW9uLWRpZmZlcmVudC1wYWdlcy5odG1s0gEA?oc=5,8/21/2022 12:21,8/21/2022,Google News,Powell's Jackson Hole speech comes with Fed and the market on different pages - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvYS1jaGVycnktcmVkLTE5NTUtZmVycmFyaS1zZWxscy1mb3ItMjItbWlsbGlvbi0xMTY2MTA4NzgzMtIBAA?oc=5,8/21/2022 13:17,8/21/2022,Google News,A Cherry-Red 1955 Ferrari Sells for $22 Million - The Wall Street Journal,positive,1
https://news.google.com/__i/rss/rd/articles/CBMicWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIyLTA4LTIxL3Bvd2VsbC1oYXMtY2hhbmNlLXRvLXJlc2V0LW1hcmtldC1leHBlY3RhdGlvbnMtYXQtamFja3Nvbi1ob2xl0gEA?oc=5,8/21/2022 14:00,8/21/2022,Google News,Powell Has Chance to Reset Market Expectations at Jackson Hole - Bloomberg,negative,0
https://news.google.com/__i/rss/rd/articles/CBMiZmh0dHBzOi8vd3d3LmJvc3Rvbmdsb2JlLmNvbS8yMDIyLzA4LzIxL3NjaWVuY2UvZWxlY3RyaWMtdmVoaWNsZS1pbmNlbnRpdmVzLWFyZS1nZXR0aW5nLXRvdGFsLW1ha2VvdmVyL9IBAA?oc=5,8/21/2022 16:56,8/21/2022,Google News,Electric vehicle incentives are getting a total makeover - The Boston Globe,positive,1
https://news.google.com/__i/rss/rd/articles/CBMicGh0dHBzOi8vY29pbnRlbGVncmFwaC5jb20vbmV3cy9oZXJlLXMtNS1jcnlwdG9jdXJyZW5jaWVzLXdpdGgtYnVsbGlzaC1zZXR1cHMtdGhhdC1hcmUtb24tdGhlLXZlcmdlLW9mLWEtYnJlYWtvdXTSAQA?oc=5,8/21/2022 18:10,8/21/2022,Google News,Here's 5 cryptocurrencies with bullish setups that are on the verge of a breakout - Cointelegraph,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiRWh0dHBzOi8vd3d3LmZveGJ1c2luZXNzLmNvbS9mZWF0dXJlcy9nYXJ5LWdlbnNsZXItZ3Jvc3Mtc2VjLW92ZXJyZWFjaNIBAA?oc=5,8/21/2022 18:55,8/21/2022,Google News,Gary Gensler's gross SEC overreach - Fox Business,positive,1
https://news.google.com/__i/rss/rd/articles/CBMie2h0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvd2FycmVuLWJ1ZmZldHQtbm90LWV4cGVjdGVkLXRvLWJpZC1mb3ItY29udHJvbC1vZi1vY2NpZGVudGFsLWZvbGxvd2luZy1zdGFrZS1ib29zdC0xMTY2MTA5OTkyNNIBAA?oc=5,8/21/2022 19:02,8/21/2022,Google News,Warren Buffett Not Expected to Bid for Control of Occidental Following Approval for Bigger Stake - The Wall Street Journal,negative,0
https://news.google.com/__i/rss/rd/articles/CBMiWWh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS91cy1uZXdzLzIwMjIvYXVnLzIxL3dlbmR5cy1sZXR0dWNlLXNhbmR3aWNoZXMtZS1jb2xpLW91dGJyZWFr0gEA?oc=5,8/21/2022 19:30,8/21/2022,Google News,Wendyâ€™s pulls lettuce from sandwiches in three states amid E coli outbreak - The Guardian US,positive,1
https://news.google.com/__i/rss/rd/articles/CBMifmh0dHBzOi8vZGFpbHlob2RsLmNvbS8yMDIyLzA4LzIxL3RvcC1jcnlwdG8tYW5hbHlzdC1wcmVkaWN0cy1icnV0YWwtZXRoZXJldW0tZXRoLWNvbGxhcHNlLXRvd2FyZC1lbmQtb2YteWVhci1oZXJlcy1oaXMtdGFyZ2V0L9IBAA?oc=5,8/21/2022 20:00,8/21/2022,Google News,Top Crypto Analyst Predicts Brutal Ethereum (ETH) Collapse Toward End of Year â€“ Hereâ€™s His Target - The Daily Hodl,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiaGh0dHBzOi8vd3d3LnVzYXRvZGF5LmNvbS9zdG9yeS9tb25leS9mb29kLzIwMjIvMDgvMjEvbWNkb25hbGRzLWNoaWNrZW4tYmlnLW1hYy11bml0ZWQtc3RhdGVzLzc4NjA3ODIwMDEv0gEA?oc=5,8/21/2022 20:14,8/21/2022,Google News,McDonald's to test run chicken Big Mac in the US after popular UK trial - USA TODAY,neutral,0.5
